batch_name,note_id,title,publish_time,note_type,author_id,author_name,like_count,comment_count,collect_count,share_count,url
戴琼海,67f04ca2000000001b03ff01,权威人工智能专家戴琼海发声：AI面临传感器,2025-04-05,normal,612125f1000000000101c2b1,小L的优选笔记,2,0,2,1,https://www.xiaohongshu.com/explore/67f04ca2000000001b03ff01?xsec_token=ABoRHd2T-OnTYGNUIRpOwF1dwE1b44Tp2jLMZ82o1H6v8=
桂卫华,6923ad57000000001f00d5cc,985高校全职非资深院士统计（川山吉中南）,2025-11-24,normal,6784edb3000000000803f3e2,饮水思源2025,42,46,13,10,https://www.xiaohongshu.com/explore/6923ad57000000001f00d5cc?xsec_token=ABZNB4wHuPzvtzUbVUWovoNoq7HtXoEb_WtRm4ASZq5XA=
桂卫华,691d73720000000019024adc,中南大学国家卓越工程师学院26年博士生导师,2025-11-20,normal,637449ae000000001f017f5b,华慧小杨老师考博英语咨询,10,0,9,13,https://www.xiaohongshu.com/explore/691d73720000000019024adc?xsec_token=ABEg01JMaFzLaRMsIW76t4_pnw_jlVaB-9drmwoSBXNvo=
桂卫华,69c7b22400000000230271dd,桂中医一附院导师推荐,昨天 18:49,normal,62675ea2000000001000c6ce,我必上岸,0,4,0,1,https://www.xiaohongshu.com/explore/69c7b22400000000230271dd?xsec_token=ABohffE0nP84XM9VLTKRcTkZa1S_OIWf9_Wc6VmYICTN0=
桂卫华,6813163a0000000009016212,中南大学历年院士增选名单，工程院院士居多,2025-09-10,normal,60c8b5560000000001002528,我是老铁&&,10,5,2,1,https://www.xiaohongshu.com/explore/6813163a0000000009016212?xsec_token=ABduPWEIIXdKheCbM6sKVin7W6kn5cEFDCOmvyBijQiV4=
郭雷,673ee2f2000000000703201b,中国科学院院士郭雷寄语中国国际管道会议,2024-11-21,video,668b8b6000000000030336a3,国际管道会议CIPC,1,0,1,2,https://www.xiaohongshu.com/explore/673ee2f2000000000703201b?xsec_token=ABTfgOEf22tNRv-mDz0lPN0xlajtIUA-0AnPLfYBAJBz0=
郭雷,695fa9c8000000001a01e0cd,系统科学基本问题与展望,01-08,normal,5d20b9a50000000016000a20,Zombies R,143,11,149,38,https://www.xiaohongshu.com/explore/695fa9c8000000001a01e0cd?xsec_token=ABc3s5ogwUiXdje-lwtdytvOgyKAb1oXn34938rlEeDfY=
郭雷,696c2e14000000000e03e381,SDU 郭雷院士团队 SICON,01-18,normal,68875fbd000000001b01b790,Mathboy,10,0,3,2,https://www.xiaohongshu.com/explore/696c2e14000000000e03e381?xsec_token=ABd5Gpci6FFsunSy9c4Z09qYrwArDZ6lWelrgdx1rKjIw=
郭雷,685b88970000000015021c81, 航天院士郭雷： 抗干扰控制,2025-06-25,video,64144f4f0000000011021a74,航天王一,11,4,8,0,https://www.xiaohongshu.com/explore/685b88970000000015021c81?xsec_token=ABb_Xs8ctOMjumPr-7BSp4nk6YriqvYySBFM3NT7e5_kQ=
何友,694e9c44000000001e03bf5e,雷达与信息对抗领域的“国之重器”何友院士,2025-12-26,normal,664ac3fb000000001b018004,五洲名人演讲局,2,0,8,15,https://www.xiaohongshu.com/explore/694e9c44000000001e03bf5e?xsec_token=ABnWzt_W1ev-rRjgZZX9gXC5nDjmjHFtdEBzOanpMxOvA=
何友,69896ee2000000002800ac38,人工智能学术论坛邀约工程院院士何友,02-09,normal,66693bc3000000001c00265c,五洲丨全球名人经纪人,1,0,0,3,https://www.xiaohongshu.com/explore/69896ee2000000002800ac38?xsec_token=ABaVbZiHZ5KwR1G-jUiS976UvgxwpVCamLvo0Z6nWWI5w=
何友,6881a69d0000000017035c8c,工程院院士何友出席校园交流活动提升影响力,2025-07-24,normal,67d93c13000000000e01d53b,华夏丨活动策划,0,0,0,0,https://www.xiaohongshu.com/explore/6881a69d0000000017035c8c?xsec_token=ABOPIZ-LHCJ_xTVbOtEldk9de0rNWdzELk_CpO6b07Msw=
何友,6835678b000000000303d402,雷达信号处理 终于学会啦！！！,2025-05-27,normal,5f98c95b000000000101d9bb,妍,1,0,0,1,https://www.xiaohongshu.com/explore/6835678b000000000303d402?xsec_token=ABpkqve10me6Gig55DQXhC0uOBmt8NyelK3cODmCqL5A0=
蒋昌俊,695544ee000000001e0312e3,工业互联网峰会 |中国工程院院士蒋昌俊,2025-12-31,normal,664ac3fb000000001b018004,五洲名人演讲局,0,0,0,1,https://www.xiaohongshu.com/explore/695544ee000000001e0312e3?xsec_token=ABDjzXzwEO7xX__ZkeFYxMXRUMcgmNftERY_LU1mP57jI=
蒋昌俊,6709d57c000000002c016528,蒋昌俊院士在2024SMP大会做特邀报告，讲人脑,2024-10-12,normal,64ca1b32000000000b00450e,山脚下海边上,2,0,1,1,https://www.xiaohongshu.com/explore/6709d57c000000002c016528?xsec_token=ABQMdCwVFwIZ-Ut3LwzcfE47veCPia-u-rxmIME9MaVoU=
蒋昌俊,695db857000000001a02b269,蒋昌俊院士出席网络安全大会|院士赋能背书,01-07,normal,66693bc3000000001c00265c,五洲丨全球名人经纪人,3,0,1,0,https://www.xiaohongshu.com/explore/695db857000000001a02b269?xsec_token=ABvJVhjPXPFyNioRd_EGBK9UcmpGTbh_SVO562Ffncp8Y=
蒋昌俊,68804fb8000000001202e313,蒋昌俊院士：推动中国网络计算的实干家,2025-07-23,normal,657de26c000000001c01a385,中易迦信,5,0,1,1,https://www.xiaohongshu.com/explore/68804fb8000000001202e313?xsec_token=AB4mD5tHcoo_xZqvDEDNC0onA6_MR3jnhLCgUWnRX3bsg=
蒋昌俊,6526373c000000001e03e81a,网络计算专家·蒋昌俊老师,2023-10-11,normal,6103892c000000000100a1bd,聚焦主流声音,2,1,1,0,https://www.xiaohongshu.com/explore/6526373c000000001e03e81a?xsec_token=ABO79Pg4jnSVCJjvcRSw_LvNEn_epVgRJm4h4UivblIyc=
蒋昌俊,681e334a000000002001c3db,蒋昌建老师讲座分享~,2025-05-10,normal,635c2729000000001802e488,爱的飞行日记,23,0,2,15,https://www.xiaohongshu.com/explore/681e334a000000002001c3db?xsec_token=ABlnhTFySe6EwDAN7GRSxNNMDCt3SdOVMmf6Bd37Nj_K8=
蒋昌俊,69c6c3e3000000001a020153,跟着领军期刊走,1天前,normal,616a2775000000000201d01b,momo,0,0,0,0,https://www.xiaohongshu.com/explore/69c6c3e3000000001a020153?xsec_token=ABm9qi-RrsFOWFBtqHcssvIgjeeUQAovRsH23-9if_ap0=
蒋昌俊,698f433d000000001600b2e0,好纠结啊！,02-13,normal,6188d45000000000100084ef,学术散修一枚,6,10,6,8,https://www.xiaohongshu.com/explore/698f433d000000001600b2e0?xsec_token=ABBf4DgJQXSjo9OjvgnE9orkUjdRkZS5W6r4S8FyLueSY=
蒋昌俊,69c7a41f00000000280094d1,✅JFQA accepted！,昨天 17:49,normal,684c4cb6000000001b02337c,王俊轩,118,20,24,21,https://www.xiaohongshu.com/explore/69c7a41f00000000280094d1?xsec_token=ABohffE0nP84XM9VLTKRcTkXAdOIzeDZMBlu7bldBJhOw=
蒋昌俊,69b6d6090000000021004472,开始备战2027年面上申请,03-15,normal,5e57b5a8000000000100ab8a,+ +,9,7,1,0,https://www.xiaohongshu.com/explore/69b6d6090000000021004472?xsec_token=ABuhPklJ_mNx7xxrLuJI8bxCegI_KmdXRZ7AsloIxsmuA=
蒋昌俊,68d4b825000000000e030fd0,来本部听白老师的讲座,2025-09-25,normal,5bc0598a6d347100011030f4,不可否认的大淑女,7,9,1,0,https://www.xiaohongshu.com/explore/68d4b825000000000e030fd0?xsec_token=ABaW9WFO9haD5UE7N26mtETlHFiPX8l88mE34z7dD3bCE=
李少远,68aa7b82000000001d01e0ff,“增强”MPC！,2025-08-24,normal,5f3db3e60000000001008209,学术研修站,58,1,77,21,https://www.xiaohongshu.com/explore/68aa7b82000000001d01e0ff?xsec_token=ABOE67vBX2bbazcp9N2tV2PxJFxOfOqH2rTMPON9tp-Kk=
李少远,6830502200000000220061cf,人工智能智能增强的预测控制及方法论,2025-05-23,normal,605cabe5000000000101dfb6,清华小明（ai财务创业版）,64,18,84,14,https://www.xiaohongshu.com/explore/6830502200000000220061cf?xsec_token=ABoX-coUvkRQetHku17lYzbNqdXWymOuFpQin50mYKsqs=
李少远,6974fb30000000002801c96e,博士的工作目标就是在特定领域走向学科的最,01-25,normal,67b45a2a000000000d008e52,快乐⭐喵,2,0,3,0,https://www.xiaohongshu.com/explore/6974fb30000000002801c96e?xsec_token=ABwcog9uErDzadh8FhRXuUeGOL36b_ZkjuBLGroq1nxzg=
李少远,680d939b000000001d009cc6,少子化，老龄化，区域生育差异,2025-04-27,normal,67c1d10c000000000a03d66f,吕远博士,12,13,0,1,https://www.xiaohongshu.com/explore/680d939b000000001d009cc6?xsec_token=ABJuU39z1gH2mSDMr4saB5tgJHpnnTdB8RCeKcWDW-aGU=
钱锋,69ab72760000000015038f7e,年仅51岁！985名校（同济）副教授，不幸离世,03-07,normal,5ba1de10adadcc0001bb3b97,科研圈那点儿事,893,256,220,1076,https://www.xiaohongshu.com/explore/69ab72760000000015038f7e?xsec_token=ABBA4C5U9e0r7av194sCqonsYo3izf_z016Il6_YH2mKM=
钱锋,69ab8936000000002603d658,同济大学讣告！,03-07,normal,620deb2b0000000010004dd5,近现代史研究资讯,26,3,7,18,https://www.xiaohongshu.com/explore/69ab8936000000002603d658?xsec_token=ABBA4C5U9e0r7av194sCqonlH4fMiBc043JCGGntH3Zv4=
钱锋,69abd910000000001a030018,985副教授，不幸离世，年仅51岁,03-07,normal,65811d000000000020030f5a,高校的那些事,504,90,122,237,https://www.xiaohongshu.com/explore/69abd910000000001a030018?xsec_token=ABBA4C5U9e0r7av194sCqonrk1Q-EYFW2UatoRxUiwJEo=
钱锋,69aac912000000000e03cc79,深切怀念恩师 钱锋副教授,03-06,normal,608c970b0000000001009d4f,建筑西游记666,1413,128,210,535,https://www.xiaohongshu.com/explore/69aac912000000000e03cc79?xsec_token=ABw-dJzE_IuAydEZOxs2_fBPJtjwltg42RrqBUQt1P1V8=
钱锋,69c38b64000000001b0230d4,缅怀张雪峰老师,4天前,normal,69424e71000000003202b378,拉风团建,0,0,1,0,https://www.xiaohongshu.com/explore/69c38b64000000001b0230d4?xsec_token=ABmGLdE45af6krqtdqgW6b0uqgjBSA-2hJbaBqc5FJUp4=
钱锋,69c2b3290000000023020bd9,张雪峰老师真的去世了吗？？？？,4天前,normal,6922dbde00000000370041c7,你好潘家园。,1,3,0,0,https://www.xiaohongshu.com/explore/69c2b3290000000023020bd9?xsec_token=ABZI7R3Mx036wmnDUtRWYJr4xpbNoC8NyDajzkSM8jK1Q=
钱锋,69075b900000000007002106,2025清华世界建筑史研讨会 DAY2,2025-11-02,normal,6052efea000000000100a6a2,Annie,46,7,20,6,https://www.xiaohongshu.com/explore/69075b900000000007002106?xsec_token=ABZlElw2WfiokhHC5y980AKortc5dhzMLOrMzAWS-GnQU=
