关键词,文章标题,公众号,发布日期,摘要,文章链接
自动化学会,【CAA新闻】2020年度北京自动化学会青年学术研讨会成功举行!,N/A,2020-11-09 23:50:55,"CAA智慧起航,共创未来2020年度北京自动化学会青年学术研讨会于2020年11月1日在北京西苑饭店举行.本次会议由北京自动化学...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqXSpk5mryl67ut9T0q3oY-lqXa8Fplpd9cZJPMpDrlcPd8HT-3mmsUAxL63Wq7OfjX61tUDXrx8v3fxpuY_gOxdBhSNu_IlhbMS3EtXLcp9xlML7c0NDCHqe7UN1RrdFU0LjzfgxRG-og0hRG89VaqMwWOyKZ6T6t8Ae8PBTG0Mq2a1VYDcAbDnmLi-4Ap1cvZxGjoCUoZHQSYTqT4eyLmA..&type=2&query=%E8%87%AA%E5%8A%A8%E5%8C%96%E5%AD%A6%E4%BC%9A&token=73AFC05FBED069255F5810A24995CF675FFE48EB69D6F291
王飞跃,"王飞跃:新IT时代,机器仍代替不了人",N/A,2016-03-13 19:14:15,"具有划时代意义的“人机大战”还在上演,人机互有胜负,这是新IT时代的一个缩影    作者:中国自动化协会副理事长、秘书长王飞跃...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6ft3wfAVofsP5Peu-UiA4DPS62EIUkuoVroZqWBvzPr-VgrFeYQugDrFaYIdwFZD3RCXzfPkg6Eh_sm-9uqpJOsZ6LjnYRs1OvqkvH1RNRsl2rTSM_Gn7c7Bgin4cbSp2iro-93iK7Z-naMHPJyvoAOdQHVgmdPzpNNDOyOs9x9HXKsDqSHiJP3AH3AU0RUUPiXejRjuhPPoGlTZAMbalyDwYhzYCQ_L0eEnQKuaL-5vWaErDroZlXMxdqiBJ4Zn3ZeDkXbz1KOE.&type=2&query=%E7%8E%8B%E9%A3%9E%E8%B7%83&token=73B000AA6D02BAF58D8BC07199C2B8CD8E8F12AF69D6F29A
王飞跃,【王飞跃】人工智能的本源:一本书和两个学术家族的故事,N/A,2016-06-15 17:18:51,"作者:王飞跃来源:科学网王飞跃博客转载请注明来源和出处------   【导读】   ------英文字典Intelligence其实有两个意思,一个意思大家...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6ft3wfAVofsP5Peu-UiA4DPS62EIUkuoVroZqWBvzPr-VgrFeYQugDq0rqGOjwHeaiEPNu51j5x68tc-4x1IXUJY1LHkXC_u0jtVbggWcoXKC1phmQQfHTWs-P35-zdz8NfM4T9SnibhyaI8aqrQkQuChedjkbG8ARQEEH__InLWjqLsWpyQFz087rYUFpBCDd2PF0ZnW0R87cWiAm6MGt3i7Z6wIIYuosyicbIWxLzFfkzkG5AI1s1J-dOeWfR1OGD8cnPssDq1NOD_js0lVn1UR8EvZEg4uiZqwg0yoRFw.&type=2&query=%E7%8E%8B%E9%A3%9E%E8%B7%83&token=73B000AA6D02BAF58D8BC07199C2B8CD8E8F12AF69D6F29A
王飞跃,王飞跃:未来人要把路权让给无人驾驶,N/A,2018-07-08 10:09:29,王飞跃:未来路权属于无人车中国科学院自动化研究所复杂系统管理与控制国家重点实验室主任、中国自动化学会副理事长兼秘书长王...,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqLDF7O2oC46Tut9T0q3oY-lqXa8Fplpd90Oc28kau1kP1PORuHGho55uWaguyWGQYk4H7fMoDT49SwhbyFhNGLgbwok_SyPX47VvYagWrBvlz0WbDVTCMJxfTfOXdNwcUluxRUPyGOBQvuIO1QBiKq6cdE24nLblV2QFinjLKQs4A0m197EPtRYyDjpHpN4Dp4o3x7sIdxYjs46dn8Efgxg..&type=2&query=%E7%8E%8B%E9%A3%9E%E8%B7%83&token=73B000AA6D02BAF58D8BC07199C2B8CD8E8F12AF69D6F29A
王飞跃,王飞跃| 平行智能与元宇宙,N/A,2022-12-03 20:32:59,"‍作者 |王飞跃苇草智酷学术委员,中国科学院自动化研究所复杂系统与智能科学重点实验室主任、社会计算与平行系统研究中心主任...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqLDF7O2oC46Tut9T0q3oY-lqXa8Fplpd9Pa1og59ZHmYnkSuIPUYEMsMF4ETBvsKxwD6fyhDk3LdHepNiPcJw3G0PAr1QfeWFDJBK3jg8LhlioSg4bJVG_G_7Qgkw38xnjRmskS9r6BL6nm-8DSy6wGEFex_DQvj31-Zcbr8ypqrhC2JaJ00Px5CRp1dhxwGxj46Ein-QwaXs46dn8Efgxg..&type=2&query=%E7%8E%8B%E9%A3%9E%E8%B7%83&token=73B000AA6D02BAF58D8BC07199C2B8CD8E8F12AF69D6F29A
王飞跃,王飞跃:平行驾驶与平行交通——从智能出行到智慧城市 | CCF-GAIR 2018,N/A,2018-07-05 10:09:41,"王飞跃在现场播放了一段在常熟国家智能车测试中心进行的演示,演示中的五部平行车辆有物流车、SUV等,平行管控中心、平行接管...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqLDF7O2oC46Tut9T0q3oY-lqXa8Fplpd9UEgjnPrU-qFHzk_sap3TL7HV_SqA0diz5VIarvszHz0F6tdXozlJ2vgNGS3ynKW4mOo0iPcJnFFfVef_bsmQEVjQVKV2UCNH3tlXB8fi7qG7638SBOl06CYmKNWkpRunLG1ydNa8hQ3s0L4W_rn8lnOstyDQ7IhNzIo0yWBBfW8NGbbB75bUeA..&type=2&query=%E7%8E%8B%E9%A3%9E%E8%B7%83&token=73B000AA6D02BAF58D8BC07199C2B8CD8E8F12AF69D6F29A
王飞跃,王飞跃|智能科技与新轴心时代:未来的起源与目标【“人工智能与未来社会:趋势、风险与挑战”学术研讨会之十五】,N/A,2017-09-15 14:26:36,未来的起源与目标王飞跃| 中国科学院自动化研究所复杂系统管理与控制国家重点实验室主任、国防科技大学军事计算实验与平行系统...,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqLDF7O2oC46Tut9T0q3oY-lqXa8Fplpd9p4mLA9iIwQ6xIe_y_uqu0ihL6jHAMR_2eCmOcNZdXrAj9HhiZp-3Jg1hNP_TxtbRg0CTRcV-_zUg6jI1AvQ6nQshf0IrUlHiwUcLgv85g4EhUFJ4GGJianmztvzeshSO2CEdnJKC_PeDOrEauJPzy_A6b3BaG_sUsKv0fN4e3CAY-UZGbO56rA..&type=2&query=%E7%8E%8B%E9%A3%9E%E8%B7%83&token=73B000AA6D02BAF58D8BC07199C2B8CD8E8F12AF69D6F29A
王飞跃,王飞跃谈正来临的第五次工业革命:“未来一定有多个平行的你”,N/A,2022-01-27 00:00:44,"您想知道的人工智能干货,第一时间送达王飞跃,中国自动化学会副理事长兼秘书长,中科院复杂系统管理与控制国家重...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqLDF7O2oC46Tut9T0q3oY-lqXa8Fplpd9vawEjW5CWE7rxwpAZOD2_kebSPXeNaia398hbZourLvW7oc9AEInJ5otmMRiaBpz3jpZGrRhAomjlbo8x5MdCOOQi2_tchQZnCG2_UKLDtj4KSkHjt7dQdTPsDFU0qNLduVRpklvN5LUQU46w8ZroVMD39gcYUcDmQfBDRuSm3oY-UZGbO56rA..&type=2&query=%E7%8E%8B%E9%A3%9E%E8%B7%83&token=73B000AA6D02BAF58D8BC07199C2B8CD8E8F12AF69D6F29A
王飞跃,著名科学家王飞跃:人工智能与智能产业——新时代新思维丨创新者年会,N/A,2018-11-29 22:22:09,"“智能产业”一词的最早提出者王飞跃认为:关键是怎么把小数据导成大数据,又把大数据炼成小智能的,即解决具体问题、精准的知...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqLDF7O2oC46Tut9T0q3oY-lqXa8Fplpd90uHV0hpDtz6t5m7uCukXJfClenqoI72SKrcb_82i2Wo7gTItiXB9SQm0K-9p8aodWNBnkYtpKp540fTdTNlSz5BB0DYlLMjUAAejwnkKVbcvnp3dMHbUZy4pWywI6YdUHmNh2p3IeuMgoi5OsKDjKjLp9FypYe4RoY-YucSRWyHy08OLTBhW0A..&type=2&query=%E7%8E%8B%E9%A3%9E%E8%B7%83&token=73B000AA6D02BAF58D8BC07199C2B8CD8E8F12AF69D6F29A
王飞跃,"中科院王飞跃:新的智能全球化将要来临,人工智能标准化为时尚早",N/A,2018-08-12 00:00:02,"中国科学院自动化研究所复杂系统管理与控制国家重点实验室主任王飞跃“但是心理世界还好,从负和到零和,只有人工世界是一个无...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqLDF7O2oC46Tut9T0q3oY-lqXa8Fplpd9DNXfEZy9-mQxb178Z1PxDJb3idvAKPJ-H53h_-6EV_e2NQTFX0QRfDKQVCOfMj2fExKW5aI7i6hKaJglEsdOn_SHQwl3e4VXrV1-I0bIMhhi1r6_lHa6Ed8o2yI6PITlFHWjZK4oa6aGP6m-JCUq6kUGfVrsVfoNFkOhgvA9-yZQ_LeJW-Rhtg..&type=2&query=%E7%8E%8B%E9%A3%9E%E8%B7%83&token=73B000AA6D02BAF58D8BC07199C2B8CD8E8F12AF69D6F29A
王飞跃,王飞跃:产业突围还是产业革命?,N/A,2022-12-26 10:47:48,"王飞跃王飞跃指出,不应该只盯着产业突围,必须准备好产业变革.而且,最需要人工智能技术的地方是产业的经营管理.不认识到这...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqLDF7O2oC46Tut9T0q3oY-lqXa8Fplpd9KQtbeTOxxzZBo5-M4vG7f-mD6SEXhxP2yArmzWbhdYB7Rp65i9_8-cAVzdNGf2AtlMQmzJd2sHDRuQ9Cv5cNFDTTuYHgpjWxTsMRekpS1TPXRdSqf-DWXOMTkhqF2uHQaixtoMEuvuncqJD9F7MxbuoVpxkdwKG3sZ1m04Y5QaECYioxHkzTmA..&type=2&query=%E7%8E%8B%E9%A3%9E%E8%B7%83&token=73B000AA6D02BAF58D8BC07199C2B8CD8E8F12AF69D6F29A
王飞跃,"张亚勤、刘慈欣、周鸿祎、王飞跃新书推荐,《崛起的超级智能:互联网大脑如何影响科技未来》",N/A,2019-07-08 11:46:46,王飞跃教授、中科院复杂系统管理与控制国家重点实验室主任这是一部探寻互联网“进化”和人脑发育相似之处的杰作.作者刘锋博士...,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqypZtzUF6w7rut9T0q3oY-lqXa8Fplpd9MQZqHzybZ44qX8DfP765MwEey7F7AwG_8RaooTAoYjMKsyQDM5a_r5Oy-8VShrDUacKtDguVkFvL5T-Yn9vgrBy1fShOXdyAQwpiD9QoX_caGr-35Bswndj4NEd784Xkv5JCc24C2Ikmfq0vmCP_Pq4WutnqhJ_BDUShDU-CRpJAe0f8bRARvQ..&type=2&query=%E7%8E%8B%E9%A3%9E%E8%B7%83&token=73B034DE3659E1ACD7D0982BC01424FFD79C195069D6F2A1
王飞跃,王飞跃教授荐读:教育也是一种创造,N/A,2019-08-31 12:46:38,"‍文章 |王飞跃教授来源 | 科学网博客8月28日,有幸得到郑南宁院士赠的《人工智能本科专业知识体系与课程设置》,是上市前拿到的...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqypZtzUF6w7rut9T0q3oY-lqXa8Fplpd9Pa1og59ZHmYnkSuIPUYEMsMF4ETBvsKxwD6fyhDk3LdHepNiPcJw3AevBTmBbSEAqAZXfnVlJ-T7nbCdmMhQt_8w1tRO45b_EMmbpbTQeW-h9KJwm2kktZqtNZ1nV1X8Z7kHJVAP056dKDKrpCBWwtS_xHt8xH6XiCbtJ_U6vf7s46dn8Efgxg..&type=2&query=%E7%8E%8B%E9%A3%9E%E8%B7%83&token=73B034DE3659E1ACD7D0982BC01424FFD79C195069D6F2A1
王飞跃,王飞跃|机器崛起:重现的自动化愿景,N/A,2022-03-12 14:23:39,"本文于2017年04月19日,发表于王飞跃科学网博客,由平行智能公众号整理发布.本文来源|王飞跃科学网博客作者|王飞跃机器崛起:...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqypZtzUF6w7rut9T0q3oY-lqXa8Fplpd9KQtbeTOxxzZBo5-M4vG7f-mD6SEXhxP2yArmzWbhdYB7Rp65i9_8-UOKLiuXOP3TIP1UM5kFGQh8TN4om_K0XnzhHpELB_bRH_oVSJc0GaZ7sLldbpVuxoh6AcUk9i-zXrV-o74oSbvknuYxWqchozbB0sIyQQt4vzWCUwi1P9UO8fIRwtipOg..&type=2&query=%E7%8E%8B%E9%A3%9E%E8%B7%83&token=73B034DE3659E1ACD7D0982BC01424FFD79C195069D6F2A1
王飞跃,观点王飞跃:新IT时代意味着什么?,N/A,2016-03-10 16:27:49,"新智元推荐1来源: 中国自动化学会作者:王飞跃王飞跃,复杂系统管理与控制国家重点实验室(The State Key Laboratory for ...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6ft3wfAVofsP5Peu-UiA4DPS62EIUkuoVP1vIJn2c2tSVgrFeYQugDu5Gn9HD7GSwaBw_FZEVBVqBrMpECY3WVhqzutAOm5tOUp01q7P8Q3eFxMGe27WfTLG-YFPnvtusB_x14FyxlIzH2_rUAkAIWZN8Q2quW3klIim5-Lm3bhrPTNCKXZ9gB5wuI_qxiqMnKlcLRMqhrJT3eSijXtLAjjgHK7UzDmfiBEFt0ZGw6iJ4EbH3XdAqyHuJubWzyW-JabUFkh_MBWw.&type=2&query=%E7%8E%8B%E9%A3%9E%E8%B7%83&token=73B034DE3659E1ACD7D0982BC01424FFD79C195069D6F2A1
王飞跃,王飞跃:AlphaGo预示人工智能将成新常态,N/A,2016-03-16 10:46:02,"“知识分子”在人机围棋大战尘埃落定之后第一时间邀请国内人工智能研究领域的权威学者王飞跃进行解读.王飞跃认为,在这场博弈...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6ft3wfAVofsP5Peu-UiA4DPS62EIUkuoVP1vIJn2c2tSVgrFeYQugDlDwV7gyxWQzioicGEJqtdX2bRdAK5XnPHeVxkuXZeexWd1sZqSAQ9Fg8zgnZy4u9vWdFsqPFZlYy5MkuPRmNBKDOld8wJ5VZissqs-DwRRsspNeuwpL8n_CfstnhKYXstMCvTqpiEQgT9kNvzn7eCpLDdn8wq8ddbF_U1cj4oF8xkCI_Fdq_Alg7NgsfsZzRnfTrG4tkCl-pD_O2M6C8Cw.&type=2&query=%E7%8E%8B%E9%A3%9E%E8%B7%83&token=73B034DE3659E1ACD7D0982BC01424FFD79C195069D6F2A1
王飞跃,王飞跃谈元宇宙:从数字孪生元宇宙到灵境智能,N/A,2022-02-12 11:44:27,以下为王飞跃演讲的现场视频及文字内容整理.个人简介王飞跃中国科学院自动化研究所研究员中国指挥与控制学会常务理事中国科学...,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqypZtzUF6w7rut9T0q3oY-lqXa8Fplpd9iKTIj_SVnEysQna_VkAj0KKS0pfsNMdO7cLda23uIjJnKJg7H--J6Mlv36oU43vPD0EJw140UFk2yihH8lzUdYI5ERZJTlWsquP2h7MhCs32bNZrlYL0zdua3gEl6b687sIEBmY10dwUdmNgw1n8B-7jbLUyVvueTZZYvxD1lllFkDr8IT4KYw..&type=2&query=%E7%8E%8B%E9%A3%9E%E8%B7%83&token=73B034DE3659E1ACD7D0982BC01424FFD79C195069D6F2A1
王飞跃,中科院王飞跃——人工智能:第三轴心时代的来临,N/A,2017-12-21 00:00:06,"第三轴心时代的来临王飞跃在当前全球性的人工智能热潮之中,如何正确地认清人工智能技术的发展现状,如何科学地认识人工智能与...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqypZtzUF6w7rut9T0q3oY-lqXa8Fplpd9MkRcpg1HG27YBwbkDMZxblqB0yb_pbAaquJYNuIAMQNk1DQ-QmYAu4uUv31KLLiAd-2ZK2su5PpLPs2thU1h9A5y3VILXsbIgkbL5nIQga-gCHe0hM8AmskAmzhCIRPj1IAJsFrJyvlkYoQHO6JbHZOEgxTg6ASIF-HhOwDK_2jyPfCoem7FzA..&type=2&query=%E7%8E%8B%E9%A3%9E%E8%B7%83&token=73B034DE3659E1ACD7D0982BC01424FFD79C195069D6F2A1
王飞跃,王飞跃| 平行智能与元宇宙,N/A,2022-12-16 23:57:15,"导语对于平行智能与元宇宙的关系的讨论逐渐成为热门话题,王飞跃认为两者是迈向智慧社会的“真”与“道”.如果正确的元宇宙模...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iqypZtzUF6w7rut9T0q3oY-lqXa8Fplpd9UMaMHfDSiaJoPMk-j9z4w6a4UphTXwGnPkhzmBu1Uy_fx9lbW1CCBwIfI8NP6MkrOp11UOdvJBu7DrNSIYzBjgkIclT5CZeTAYn7Siz-sg7kvUBmKh-1hLZMov_n-FLesLk8tR1MlNKx41uGW56ThiIyAG7oBDxmDGwXO49UKGR5LU3lqtPw9g..&type=2&query=%E7%8E%8B%E9%A3%9E%E8%B7%83&token=73B034DE3659E1ACD7D0982BC01424FFD79C195069D6F2A1
王飞跃,【王飞跃】人工智能的本源:一本书和两个学术家族的故事,N/A,2016-06-13 10:47:47,"科学网王飞跃博客C2征稿启事如果您有关于战略前沿、军事装备、科技评论、前沿技术、军事科普等方面的原创文章,现在,学会为...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6ft3wfAVofsP5Peu-UiA4DPS62EIUkuoVP1vIJn2c2tSVgrFeYQugDg2KfeLyyjR1DKy_Y_5Hz7GVQ8GgRUyl-3k7hFsn1S4wmzgt7uJV_JD1goYAIuUiUNkKVCVknb_OzfdMAfXoGzwLB9SbRFaKKnPpX9quXxkRBGDOjWN4k_EpcIID8PoAdYLNuNRgZA-sHnA6QFmIXsfkqxGK5SsR--vBiNxyaBaxiVevTVHdsIj70JW3VP0J6BXHRiKZTyTxcdrQm9zzvB1Hzx524qvcZoGb0KXC5ITYiZqwg0yoRFw.&type=2&query=%E7%8E%8B%E9%A3%9E%E8%B7%83&token=73B034DE3659E1ACD7D0982BC01424FFD79C195069D6F2A1
王飞跃,王飞跃:面向赛博空间的战争组织与行动: 关于平行军事体系的讨论,N/A,2016-10-10 11:19:55,"王飞跃:中国科学院自动化研究所复杂系统管理与控制国家重点实验室主任,国防科技大学军事计算实验与平行系统技术研究中心主任...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6ft3wfAVofsP5Peu-UiA4DPS62EIUkuoVP1vIJn2c2tSVgrFeYQugDg2KfeLyyjR1DKy_Y_5Hz7GVQ8GgRUyl-3k7hFsn1S4wmzgt7uJV_JDJuKA-6X-yNOIV6Lj3f6vTCEz1BokJ7Bbcz43ca5dOu1tIA_uAcTAYZ0TZbHJUYHO9QqIHeduDN2OTLLNL64_Acs7YTIqCQns6GSMno41aEsva4qEJL1ll51-mnqdLhc0u3wphcBlBLQ8Xcvqq-tOagXhjXk6QLozD8ZoIYceTTkm7xIsbCqqKiZqwg0yoRFw.&type=2&query=%E7%8E%8B%E9%A3%9E%E8%B7%83&token=73B034DE3659E1ACD7D0982BC01424FFD79C195069D6F2A1
王飞跃,王飞跃:“虚拟现实”其实可以很务实,N/A,2016-04-29 11:24:51,"王飞跃中科院复杂系统管理与控制国家重点实验室主任中国自动化学会副理事长兼秘书长《指挥与控制学报》主编未来,会不会出现沉...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6ft3wfAVofsP5Peu-UiA4DPS62EIUkuoVhSGybRxoYE-VgrFeYQugDg2KfeLyyjR1DKy_Y_5Hz7GVQ8GgRUyl-3k7hFsn1S4wmzgt7uJV_JAViyWgq2EYT2uRbLhHu2WRZ61OWdRoy0vSsX1kWlMcCMVJfG6Cp_Y-mHh2A6KW8vJlUSGQIaT19oNL4K5gHw8F4KCfoLvbxOB6TFRBGcLibI5prz7RR8hopRFz-mTEfCEli5dyfHu_Gdfm8cdGtOoltcfCPd3ubosOn6euxJmmfPCB_Ynx_t0tiZqwg0yoRFw.&type=2&query=%E7%8E%8B%E9%A3%9E%E8%B7%83&token=73B07EB988E75013676E299B7038CC27688AD41069D6F2AB
王飞跃,"【未来驾驶新思路】王飞跃平行智能理论启发ACP自动驾驶,技术全解析",N/A,2018-02-06 12:21:59,"编辑:张乾【新智元导读】2月2日,在青岛2018国家智能产业峰会上,中国自动化学会副理事长兼秘书长王飞跃教授介绍了《第三轴...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iq0tO7fnLi8aXut9T0q3oY-lqXa8Fplpd91Zs8OGP0O4KYxefYAtjLLbKw_rg5b6ipdo26FTi2sPBTUqhqbjdTLEMrdQx3qiWGlIUxj7oNI231Aj4T48svp6_YX_PVITkr3kwQD5Uuwgl5or8bEcMLjsMT5v8rdBALezj1Id3RQgyWiqxZBx2aq0W0sf2d_JCxMDtBd5f4eB-TJmCU1UgHwQ..&type=2&query=%E7%8E%8B%E9%A3%9E%E8%B7%83&token=73B07EB988E75013676E299B7038CC27688AD41069D6F2AB
王飞跃,王飞跃教授点评:无人车最“靠谱”的应用领域——不是出行,N/A,2016-12-29 18:15:27,"王飞跃在最早的研究就是在月球火星上用机器人车辆采矿并提炼,后来又与卡特皮勒、小松和BHP合作研究露天铜矿的无人车和自动化...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6ft3wfAVofsP5Peu-UiA4DPS62EIUkuoVhSGybRxoYE-VgrFeYQugDu5Gn9HD7GSwaBw_FZEVBVqBrMpECY3WVhqzutAOm5tOUp01q7P8Q3c42FidTjugzQ4PdCI8z9i8n2F7A8seC7OKxxpXUJNarIKCi8OSmcvBdqZMJgkS1Ru999AfiF4pEexoc-Da9xwvF4qHAohKi73lLRuiUnA5DLiJ1KzszVoot-Yv6MI5K8sESF_60wvTCo3F5u5K69YILiLO3wCXldaAsFRgElu9KypTm-dorfiBiZqwg0yoRFw.&type=2&query=%E7%8E%8B%E9%A3%9E%E8%B7%83&token=73B07EB988E75013676E299B7038CC27688AD41069D6F2AB
王飞跃,王飞跃——生成式对抗网络GAN的研究进展与展望,N/A,2018-04-16 00:00:07,"王飞跃教授,1990年获美国伦塞利尔理工学院(RPI)计算机与系统工程博士学位.1990年起在美国亚利桑那大学先后任助教授、副教...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iq0tO7fnLi8aXut9T0q3oY-lqXa8Fplpd9vawEjW5CWE7rxwpAZOD2_kebSPXeNaia398hbZourLvW7oc9AEInJ4mPlToKdmqe-lRjRlQyr78qXLcaXmtS-V7r8rnrnEwAATD2xseidsQ5lKrJ9eFojymqO_zHiM4vhvPovMwjE1R_ZDJ5jIRMXxBUK8xSwkLcWlUJ0zUYe5phlgeRt7bSzA..&type=2&query=%E7%8E%8B%E9%A3%9E%E8%B7%83&token=73B07EB988E75013676E299B7038CC27688AD41069D6F2AB
王飞跃,王飞跃:走进虚实互动的平行社会,N/A,2020-01-12 12:17:52,"新智元推荐 来源:腾云作者:王飞跃整理编辑:元子【新智元导读】谁说做人工智能、做智能产品,就一定要告诉我们他是“如何从小...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iq0tO7fnLi8aXut9T0q3oY-lqXa8Fplpd91Zs8OGP0O4KYxefYAtjLLbKw_rg5b6ipdo26FTi2sPBTUqhqbjdTLDQr5u8kgTgpQVM7IiIVbJIPXY4bh76QLzCBfF24DkpEmW2VtMyomA7QkMFmhXhqox5u3fPUsly4DqmOoK5_03BEEltDR7TixSu4BWdB1grZ4llGLHBMnsTvzHZXxeLdyg..&type=2&query=%E7%8E%8B%E9%A3%9E%E8%B7%83&token=73B07EB988E75013676E299B7038CC27688AD41069D6F2AB
王飞跃,【王飞跃】趋势与定势:新IT、新产业、新时代,N/A,2016-02-06 20:50:27,"新智元推荐1作者:王飞跃新年伊始,在拉斯维加斯的消费电子展CES上,让我印象深刻的有二点:一是中国人的参与程度与热情之高...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6ft3wfAVofsP5Peu-UiA4DPS62EIUkuoVhSGybRxoYE-VgrFeYQugDu5Gn9HD7GSwaBw_FZEVBVqBrMpECY3WVhqzutAOm5tOUp01q7P8Q3c42FidTjugzXcyZbmA48vvEtnGuo7-d9p58pzmxPk8QTiXzWJR5Y9KP3yMh6RRCnKLr6lPwesuRN2G2auGyhQB5yolKR8Q7lQOAyMzaLKUD_fH-lQJYn6m8_TltJcWuhofjq-RXwvGAoMRQeIqKCiK_8AEKoTNeKg.&type=2&query=%E7%8E%8B%E9%A3%9E%E8%B7%83&token=73B07EB988E75013676E299B7038CC27688AD41069D6F2AB
王飞跃,王飞跃:走进虚实互动的平行社会,N/A,2020-01-07 20:53:56,"❒王飞跃中国科学院自动化研究所研究员复杂系统管理与控制国家重点实验室主任AlphaGo出现,很多人觉得这没有什么新方法、新技...",https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS2wvcbU8O8iq0tO7fnLi8aXut9T0q3oY-lqXa8Fplpd9On5vTXMsBZV2q2SMVtF8IauwrsZLXS7rp3TGwbMVtXBhqa0_39c8KUj-3FVWIigVA9z316ngMh8kwZ0Abe2h-XDLmtx4zbG857LIpBXKpoAdViyBAhDDKR1MzrgTjLylV2q9lHC1fknwA47y_5ccoe44G0l6n49PILoxLRwZB4gC2Qmj7RgGwQ..&type=2&query=%E7%8E%8B%E9%A3%9E%E8%B7%83&token=73B07EB988E75013676E299B7038CC27688AD41069D6F2AB
